nome,cpf,idade,data,endereco,estado,pais,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao
Luana Moreira,324.861.075-17,48,1975-08-31,"Pátio Larissa Moreira, 204
Braúnas
81756024 Campos / BA",Amazonas,Brasil,8718.06,Ensino Superior,1,Solteiro,19,Saúde
Sabrina Correia,605.734.219-43,25,1999-01-25,"Jardim João Miguel Duarte, 57
Vila Madre Gertrudes 2ª Seção
16997945 Gonçalves da Serra / MS",Rio de Janeiro,Brasil,6476.37,Ensino Médio,0,Casado,2,Saúde
Gustavo Carvalho,384.529.067-65,30,1993-09-29,"Vale Martins
Vila Nova Dos Milionarios
46572-999 Pires / AP",Roraima,Brasil,1999.01,Ensino Fundamental,2,Solteiro,1,Educação
Luiz Gustavo Ribeiro,057.612.349-80,35,1989-03-13,"Conjunto de Aragão, 3
Santa Cruz
18479202 Teixeira / SC",Goiás,Brasil,7486.79,Ensino Superior,0,Solteiro,7,Indústria
Valentina Caldeira,046.837.219-96,25,1998-08-01,"Jardim de Silveira, 18
Santa Amelia
73956726 Pinto / MA",Paraíba,Brasil,9353.0,Ensino Médio,0,Casado,7,Tecnologia
Gabrielly da Mota,590.473.126-43,82,1941-12-27,"Avenida Thales Pereira, 384
Alto Caiçaras
61455-929 Caldeira / DF",Rio Grande do Sul,Brasil,8983.86,Ensino Superior,0,Solteiro,35,Educação
Samuel Oliveira,463.790.812-40,40,1983-09-15,"Campo Leandro Cunha, 32
Bela Vitoria
07967534 Viana de Goiás / AP",São Paulo,Brasil,3206.84,Ensino Fundamental,1,Casado,21,Saúde
Sr. Benjamin Cavalcanti,253.469.817-64,20,2003-08-07,"Parque de Pinto, 751
Vila Aeroporto Jaraguá
42215-078 Cavalcanti do Oeste / PA",São Paulo,Brasil,2337.11,Ensino Médio,2,Solteiro,0,Indústria
Vinicius Pereira,203.517.649-25,37,1987-01-17,"Estrada Martins, 78
Vitoria Da Conquista
93493-748 Oliveira de Cunha / SE",Pará,Brasil,10893.21,Ensino Médio,3,Solteiro,11,Tecnologia
Ana Julia Pereira,012.937.485-79,38,1985-05-31,"Trevo de Souza, 897
Acaiaca
33084-522 Mendes / TO",Pernambuco,Brasil,9980.62,Ensino Superior,0,Casado,15,Saúde
Bernardo Monteiro,965.870.342-92,81,1942-04-16,"Campo Davi Lucca Ferreira, 98
Vila Paris
10647354 Freitas da Serra / SP",São Paulo,Brasil,7463.72,Ensino Médio,1,Casado,38,Indústria
Sophie Lima,869.054.371-66,58,1965-11-10,"Campo Sales, 90
Vila Atila De Paiva
70253131 Nascimento / AM",Paraná,Brasil,7706.67,Ensino Superior,1,Viúvo,29,Indústria
Luigi Fogaça,259.713.460-16,21,2002-05-18,"Conjunto de Moura, 3
Cardoso
46383345 da Rosa de Barros / TO",Mato Grosso do Sul,Brasil,4759.61,Ensino Médio,0,Casado,0,Educação
Sra. Lara Souza,519.670.832-40,31,1992-10-14,"Quadra Mendes, 278
Conjunto Capitão Eduardo
13738-741 da Paz / TO",Rio de Janeiro,Brasil,6474.62,Ensino Superior,1,Solteiro,0,Educação
Maria Eduarda das Neves,359.817.264-82,40,1984-04-07,"Setor Heitor da Rosa
Maravilha
98488-238 Cavalcanti de Goiás / MA",Rio Grande do Norte,Brasil,5233.22,Ensino Médio,1,Casado,10,Educação
Dra. Júlia Moura,976.241.038-69,41,1982-11-29,"Jardim Vieira, 83
Ademar Maldonado
29734-419 da Rosa de da Mota / RO",Pará,Brasil,4340.31,Ensino Médio,0,Solteiro,2,Educação
Gabriela Azevedo,897.152.634-37,42,1981-12-24,"Alameda da Cunha, 48
Venda Nova
19236650 da Cunha do Sul / SC",Distrito Federal,Brasil,9790.24,Ensino Médio,2,Solteiro,21,Indústria
Maria Luiza Pires,196.538.074-39,29,1994-05-12,"Morro Luiz Henrique Nogueira, 4
Bonsucesso
03207-698 Vieira / RJ",Paraíba,Brasil,5691.87,Ensino Superior,1,Casado,5,Comércio
Guilherme da Rosa,397.658.124-00,23,2001-04-06,"Estrada Marcela Barbosa, 26
Vila Nova Gameleira 1ª Seção
83992-071 Pires / SP",Distrito Federal,Brasil,3088.84,Ensino Médio,0,Solteiro,3,Educação
Leonardo Araújo,501.379.684-93,56,1968-03-26,"Distrito Daniel Sales, 85
Teixeira Dias
06726-486 Castro / AC",Pernambuco,Brasil,4831.98,Ensino Fundamental,1,Casado,27,Tecnologia
Maitê da Rosa,820.174.936-78,36,1987-11-10,"Praça da Conceição, 89
Jardim Montanhês
25850960 da Mata / AP",Mato Grosso do Sul,Brasil,3979.12,Ensino Médio,1,Casado,13,Indústria
Lucas da Paz,675.021.938-12,25,1998-12-03,"Estação de Duarte, 60
Vila Barragem Santa Lúcia
28700-874 Carvalho / CE",São Paulo,Brasil,3787.34,Ensino Médio,2,Solteiro,7,Indústria
Bruna Costela,571.284.630-62,34,1989-12-17,"Estação das Neves, 7
Novo Glória
62352346 da Rosa / MA",Roraima,Brasil,6842.49,Ensino Médio,1,Divorciado,16,Educação
Dr. Breno Porto,389.457.026-10,25,1998-08-10,"Esplanada de Oliveira, 45
Apolonia
96265-977 Carvalho / TO",Bahia,Brasil,3376.97,Ensino Fundamental,1,Casado,0,Comércio
Yuri Moura,904.286.571-76,50,1974-01-20,"Travessa Alves
Vila Ipiranga
18307135 Duarte do Norte / AL",Sergipe,Brasil,4252.23,Ensino Médio,1,Solteiro,19,Educação
Sra. Fernanda Gonçalves,438.710.659-00,41,1982-08-11,"Aeroporto de Lima, 8
Vila Pinho
85622971 da Rosa Grande / AC",Minas Gerais,Brasil,6153.98,Ensino Superior,1,Solteiro,0,Indústria
Dr. Vitor Gabriel Teixeira,472.608.351-17,40,1984-02-03,"Recanto Francisco da Cunha, 21
Gutierrez
89255-633 Barros / PB",Pará,Brasil,5897.44,Ensino Médio,0,Casado,18,Comércio
Isabel Teixeira,508.246.197-49,21,2003-03-26,"Área João Guilherme Porto, 766
Vila Independencia 1ª Seção
92716-873 Cunha de Fernandes / RN",Rondônia,Brasil,2664.63,Ensino Médio,0,Solteiro,1,Indústria
Dra. Rebeca Barros,125.340.697-99,35,1989-03-01,"Fazenda Luna Martins, 9
Nova America
73539-773 Martins / AP",São Paulo,Brasil,3171.49,Ensino Fundamental,4,Solteiro,0,Educação
Dra. Raquel Barbosa,207.485.693-83,19,2004-08-15,"Área de Jesus, 60
Vila São Gabriel
75138-525 Porto de Viana / RR",Rio Grande do Norte,Brasil,10868.65,Pós-graduação,0,Casado,0,Comércio
Sr. Davi da Paz,417.082.539-04,38,1985-12-16,"Fazenda de da Rocha, 89
Granja Werneck
63154182 Duarte / PR",Bahia,Brasil,10201.08,Ensino Médio,0,Casado,20,Saúde
Melissa Nogueira,623.157.490-34,69,1954-05-24,"Campo Vitor Farias, 25
Biquinhas
58820-252 Fogaça / SE",Ceará,Brasil,2809.44,Ensino Médio,3,Solteiro,6,Indústria
Dr. Levi Araújo,802.619.475-67,77,1946-09-07,"Travessa João Felipe Sales
Vila Boa Vista
52311890 Ribeiro / CE",Rondônia,Brasil,6953.61,Ensino Médio,1,Casado,58,Comércio
Srta. Maria Cecília Teixeira,352.194.086-15,22,2001-12-14,"Alameda de da Paz, 97
Dom Bosco
49425-721 Nascimento / RN",Distrito Federal,Brasil,4376.94,Ensino Médio,1,Divorciado,3,Saúde
Maria Vitória Barros,436.219.078-31,60,1963-12-26,"Travessa Raquel Barbosa, 53
Inconfidência
52314-745 da Rocha / RN",Rio de Janeiro,Brasil,8211.39,Ensino Médio,4,Casado,17,Saúde
Emilly Ferreira,254.719.860-67,33,1990-11-22,"Fazenda Bianca da Paz, 77
Frei Leopoldo
00411177 Cardoso / MA",Rio de Janeiro,Brasil,11228.11,Ensino Superior,1,Solteiro,6,Tecnologia
Beatriz Cardoso,671.532.908-77,55,1968-09-06,"Jardim Isadora Cardoso, 5
Havaí
60121-642 Jesus da Serra / BA",Sergipe,Brasil,11995.48,Ensino Médio,0,Solteiro,31,Indústria
Sra. Isabella da Paz,036.745.918-39,58,1965-07-21,"Viela João Pedro Barros, 22
Itatiaia
13272-741 Moraes / ES",Ceará,Brasil,6203.27,Ensino Médio,0,Casado,0,Indústria
Laura Almeida,657.089.312-21,35,1988-12-16,"Chácara Azevedo, 833
Acaiaca
10501416 Barbosa Grande / PR",Amapá,Brasil,5898.66,Ensino Médio,0,Solteiro,1,Indústria
Renan da Rosa,987.264.053-00,53,1970-05-14,"Estação Viana, 56
Dona Clara
69152562 Pires / RO",Alagoas,Brasil,6039.77,Ensino Médio,3,Casado,13,Comércio
Dr. Davi Lucca Duarte,493.516.087-00,19,2004-05-26,"Vila Luiz Miguel Nunes, 698
Vila Fumec
79752724 Viana / RN",Paraná,Brasil,1950.34,Ensino Fundamental,0,Casado,1,Comércio
Vitória da Cunha,289.703.615-02,27,1996-12-14,"Viela Peixoto
Tiradentes
10951-969 Jesus / CE",Goiás,Brasil,1565.75,Ensino Fundamental,1,Casado,0,Educação
João Gabriel Campos,078.256.194-20,39,1984-11-14,"Morro Luiz Otávio Almeida, 782
Barreiro
12332518 Porto / SC",Santa Catarina,Brasil,5189.4,Ensino Superior,0,Casado,1,Saúde
Theo Lima,945.178.630-93,48,1975-12-17,"Viela de Freitas, 33
Conjunto Novo Dom Bosco
63729773 da Costa de da Cruz / DF",Sergipe,Brasil,10849.88,Ensino Superior,0,Casado,7,Comércio
João Gabriel Cunha,084.196.275-85,30,1993-05-15,"Trevo de Cunha, 27
Vila Minaslandia
45695733 Alves / PE",Rondônia,Brasil,9068.23,Ensino Médio,0,Casado,3,Tecnologia
André Rocha,317.508.249-14,30,1994-02-06,"Colônia Mendes, 18
Nossa Senhora Da Aparecida
40129-917 Jesus de da Rosa / RS",Mato Grosso do Sul,Brasil,10909.45,Ensino Superior,3,Casado,12,Indústria
Sabrina Teixeira,708.245.613-17,35,1989-03-18,"Conjunto de da Cunha, 88
Capitão Eduardo
15288-641 da Cruz / SE",Espírito Santo,Brasil,4110.55,Ensino Médio,1,Solteiro,16,Indústria
Dr. Davi Lucas Souza,241.935.780-97,36,1987-05-20,"Área Murilo Santos, 9
Bela Vitoria
50395-786 Almeida da Serra / BA",Distrito Federal,Brasil,9593.25,Ensino Superior,1,Casado,15,Comércio
Gustavo Henrique Porto,506.248.791-94,49,1974-10-27,"Alameda Pedro Henrique Costa, 20
Vila Nova Dos Milionarios
42982462 Costela de Martins / PR",São Paulo,Brasil,4559.2,Ensino Médio,1,Casado,1,Saúde
Lucca Cunha,672.913.048-22,56,1967-07-13,"Ladeira Silveira, 373
Nova Cachoeirinha
17648-244 Freitas / RS",Bahia,Brasil,5946.91,Ensino Médio,0,Casado,16,Tecnologia
Gustavo Costela,842.963.510-60,20,2003-11-18,"Aeroporto Vicente Araújo
Venda Nova
26300-780 da Paz / PA",Rio Grande do Sul,Brasil,5103.58,Ensino Médio,0,Solteiro,1,Tecnologia
Amanda Souza,327.046.895-47,23,2001-03-20,"Viela Enzo Silveira, 99
Vila Independencia 3ª Seção
00595454 da Costa Paulista / CE",Mato Grosso,Brasil,3085.31,Ensino Médio,0,Casado,3,Educação
Isaac Pinto,513.876.029-77,37,1987-02-21,"Residencial Souza, 30
Acaiaca
09270026 Barros de Souza / MS",Tocantins,Brasil,4747.81,Ensino Superior,3,Casado,13,Indústria
Dr. Yuri Peixoto,426.735.091-43,26,1997-05-06,"Núcleo Rocha
Vila Aeroporto
17823-690 Freitas / RN",Minas Gerais,Brasil,3158.98,Ensino Médio,1,Casado,6,Educação
Maria Luiza Gomes,945.310.762-06,18,2005-10-14,"Fazenda de Barros, 9
Canaa
48834830 Silva Grande / BA",Minas Gerais,Brasil,3555.04,Ensino Médio,1,Divorciado,0,Indústria
Sra. Daniela Novaes,037.189.462-03,57,1966-05-09,"Largo de Silva
Vila Jardim Alvorada
76987-776 da Luz / SC",Rio Grande do Norte,Brasil,17183.66,Pós-graduação,1,Casado,35,Tecnologia
Pietro da Rocha,048.572.139-23,45,1979-03-20,"Passarela Correia, 27
Jardim América
48571729 Costela / SP",Rio de Janeiro,Brasil,8584.42,Ensino Médio,1,Casado,6,Tecnologia
Murilo Monteiro,785.614.920-58,58,1966-01-12,"Travessa Gabriela Costa, 6
Vale Do Jatoba
68801204 Campos de Cavalcanti / AM",Rio de Janeiro,Brasil,3534.69,Ensino Médio,1,Casado,3,Educação
Marcos Vinicius Moraes,519.304.876-57,51,1973-02-26,"Colônia de Pires, 676
Jardim América
87793536 Azevedo dos Dourados / AM",Rondônia,Brasil,2956.6,Ensino Fundamental,0,Casado,2,Tecnologia
Kaique Pereira,598.432.716-37,26,1997-09-24,"Chácara de Caldeira, 66
Braúnas
01376-328 Ramos Paulista / PB",Amapá,Brasil,4889.68,Ensino Médio,0,Casado,1,Comércio
Ryan da Mata,857.420.316-53,44,1979-09-03,"Vale Almeida, 24
São Jorge 2ª Seção
40657-739 Pinto de Cunha / RJ",Pará,Brasil,8981.9,Pós-graduação,0,Casado,12,Comércio
João Miguel Ferreira,234.790.165-61,34,1989-12-05,"Chácara Caldeira, 48
Boa Esperança
87362856 Rezende / AL",Distrito Federal,Brasil,8713.7,Ensino Superior,1,Casado,7,Saúde
Danilo Mendes,384.901.576-93,38,1986-01-11,"Rodovia Arthur Duarte, 52
Jardim Felicidade
67813920 Pinto do Sul / ES",Maranhão,Brasil,12817.82,Ensino Superior,0,Solteiro,14,Saúde
Sra. Bruna Vieira,349.526.187-73,31,1993-01-22,"Avenida João Guilherme Cardoso, 26
Alto Dos Pinheiros
53717-234 Costa do Campo / TO",Amapá,Brasil,9518.92,Ensino Superior,1,Casado,12,Educação
Lucas Gabriel da Rocha,871.594.263-55,28,1995-08-23,"Quadra Rezende, 92
Conjunto Minas Caixa
67422-194 Fernandes da Serra / MS",Goiás,Brasil,8282.27,Ensino Médio,0,Solteiro,10,Indústria
Miguel da Mata,257.309.168-68,62,1961-10-06,"Recanto Rodrigues, 55
Senhor Dos Passos
60366-788 Jesus / CE",Rio Grande do Norte,Brasil,9843.84,Ensino Superior,0,Casado,20,Comércio
Srta. Ana Júlia Barros,367.094.815-57,40,1984-02-08,"Setor de Almeida, 77
Belvedere
68151-737 Araújo do Norte / PE",Alagoas,Brasil,7106.89,Ensino Médio,2,Solteiro,15,Tecnologia
Maria Clara Moraes,819.524.370-32,47,1976-08-12,"Viaduto Joana Aragão, 13
Grotinha
06438713 Viana do Sul / AL",Rio Grande do Norte,Brasil,4096.47,Ensino Médio,5,Casado,2,Comércio
Dr. Lucca Santos,492.156.083-89,21,2003-04-04,"Loteamento Calebe Duarte
Chácara Leonina
30592-839 Pires / RS",Acre,Brasil,4155.63,Ensino Médio,0,Casado,1,Saúde
Alice Campos,583.062.741-80,28,1996-01-31,"Aeroporto de Souza, 39
Jardim São José
88416925 Cavalcanti / CE",Roraima,Brasil,12659.9,Ensino Superior,1,Divorciado,4,Tecnologia
Dr. Leonardo da Costa,895.304.176-75,59,1964-10-06,"Recanto Ferreira, 644
Barroca
12342-752 Rocha / RJ",Goiás,Brasil,10958.41,Ensino Médio,0,Viúvo,25,Indústria
Maria Vitória Gomes,801.253.964-06,36,1988-04-05,"Praça Enzo Rocha, 64
Serra
66044224 da Mota / PE",Espírito Santo,Brasil,3616.89,Ensino Fundamental,3,Solteiro,3,Educação
Srta. Olivia da Luz,876.045.293-56,30,1994-01-10,"Setor de Mendes, 9
Monsenhor Messias
44624-612 Rezende Paulista / SP",Distrito Federal,Brasil,6137.03,Ensino Médio,0,Casado,0,Educação
Levi Araújo,219.680.574-20,27,1997-04-07,"Esplanada Caldeira, 905
Pirineus
12299532 Campos / SE",Rondônia,Brasil,3489.39,Ensino Médio,2,Casado,6,Saúde
Luiza Nascimento,064.289.513-98,65,1958-11-14,"Jardim Thomas Silveira, 472
Minaslandia
86182757 Vieira / RR",Rio de Janeiro,Brasil,6419.43,Ensino Médio,1,Casado,37,Comércio
Ana Laura Oliveira,394.075.162-61,25,1998-12-09,"Lagoa de Cunha, 220
São Sebastião
45956-863 Duarte / ES",Rio de Janeiro,Brasil,5166.93,Ensino Médio,1,Divorciado,6,Indústria
Vitor Hugo Correia,316.985.724-09,29,1994-12-01,"Avenida Oliveira, 17
Vila Pilar
65901-125 da Cunha Alegre / PI",Minas Gerais,Brasil,4537.39,Ensino Médio,4,Divorciado,5,Educação
Sr. Gabriel Farias,945.106.283-15,55,1968-06-22,"Fazenda da Rocha, 44
Vila Da Amizade
13421637 Cardoso / MT",Rio Grande do Sul,Brasil,4934.43,Ensino Médio,0,Casado,6,Indústria
Helena Porto,147.283.069-50,46,1977-09-26,"Passarela de Gonçalves
Nova Pampulha
92425992 Cavalcanti das Pedras / CE",Goiás,Brasil,9700.74,Ensino Superior,2,Solteiro,1,Comércio
Juliana Jesus,274.519.630-80,21,2003-03-25,"Praia Vitor Araújo, 8
São Jorge 3ª Seção
84332875 Cunha da Serra / SP",Rio de Janeiro,Brasil,5203.41,Ensino Médio,2,Solteiro,3,Saúde
Sra. Raquel Pereira,420.913.678-69,29,1994-05-22,"Parque Ana Sophia Sales, 632
Lagoinha
63389132 da Conceição / DF",Roraima,Brasil,3727.79,Ensino Médio,2,Casado,4,Saúde
Marcos Vinicius Jesus,469.127.580-02,36,1987-12-20,"Vale de Aragão, 4
Vila Paris
95852231 Gomes do Sul / PI",Paraná,Brasil,3301.56,Ensino Médio,1,Divorciado,7,Indústria
Giovanna Caldeira,657.318.409-20,53,1971-03-07,"Conjunto de Martins, 90
Oeste
75178301 Silveira dos Dourados / MA",Roraima,Brasil,5297.88,Ensino Médio,2,Viúvo,14,Comércio
Brenda Novaes,524.839.610-70,22,2001-06-24,"Morro Carolina Peixoto, 997
Distrito Industrial Do Jatoba
74830139 Araújo dos Dourados / AC",Rio Grande do Sul,Brasil,5421.23,Ensino Médio,1,Solteiro,2,Comércio
Miguel Souza,281.063.957-40,48,1975-08-05,"Feira Azevedo, 1
Vista Alegre
51628-768 Rodrigues da Praia / DF",Paraíba,Brasil,8137.52,Ensino Médio,0,Divorciado,9,Saúde
Elisa Gomes,078.396.521-40,64,1960-01-02,"Ladeira de Araújo, 559
João Pinheiro
57089-963 Vieira / SE",Mato Grosso do Sul,Brasil,22363.96,Ensino Superior,3,Casado,31,Tecnologia
Lara Jesus,435.176.902-52,34,1989-09-29,"Ladeira Azevedo, 45
Vila Da Luz
94266325 Cardoso / DF",Distrito Federal,Brasil,3124.84,Ensino Fundamental,1,Solteiro,7,Educação
Lucas Gabriel Costela,139.058.627-86,27,1996-04-29,"Jardim de Aragão
Santa Inês
66053302 Rodrigues / PI",Acre,Brasil,11343.81,Pós-graduação,0,Solteiro,8,Tecnologia
Yuri Ribeiro,107.456.398-01,46,1977-09-05,"Esplanada Ana Clara Pereira, 69
São Benedito
44282297 Castro / RS",Espírito Santo,Brasil,2583.51,Ensino Fundamental,0,Solteiro,4,Educação
Ian Vieira,038.496.257-29,69,1954-09-01,"Parque de da Conceição, 637
Planalto
56768518 Souza de Ramos / MG",Maranhão,Brasil,4954.43,Ensino Médio,1,Casado,14,Indústria
Evelyn Barbosa,867.203.459-74,54,1969-09-07,"Ladeira Levi Silveira, 22
Nazare
70682846 Duarte de da Rosa / SP",Mato Grosso do Sul,Brasil,9725.71,Ensino Médio,0,Casado,20,Educação
Lavínia Cardoso,918.037.542-14,59,1964-12-03,"Favela Julia Mendes, 23
Parque São Pedro
49195238 Viana / GO",São Paulo,Brasil,6577.49,Ensino Médio,1,Solteiro,25,Educação
Raquel Porto,658.390.724-00,59,1964-05-02,"Pátio de Fogaça, 6
Primeiro De Maio
42157-047 Ribeiro / GO",Mato Grosso do Sul,Brasil,16309.02,Ensino Médio,0,Solteiro,28,Tecnologia
Camila Vieira,867.143.250-53,29,1994-12-30,"Recanto de da Conceição, 635
Etelvina Carneiro
48005833 Moura / PE",Ceará,Brasil,8288.94,Ensino Médio,0,Solteiro,1,Tecnologia
Sophie Azevedo,673.421.508-35,28,1995-10-23,"Campo Monteiro, 72
Casa Branca
88280731 Azevedo / PE",Alagoas,Brasil,5173.58,Ensino Superior,0,Casado,6,Indústria
Bárbara Sales,618.572.390-59,54,1969-07-01,"Lagoa Silva, 9
Barão Homem De Melo 3ª Seção
46018403 Fogaça das Pedras / PA",Ceará,Brasil,8774.41,Ensino Superior,1,Casado,20,Indústria
Alícia da Costa,829.760.143-96,34,1989-06-21,"Núcleo Rocha, 29
Vila Madre Gertrudes 4ª Seção
38104493 Cavalcanti do Galho / BA",Goiás,Brasil,4030.93,Ensino Médio,1,Casado,6,Indústria
Thiago Ferreira,435.607.291-06,22,2002-02-17,"Distrito Cauê Alves, 55
Jardim Atlântico
34913372 Carvalho / SC",Rondônia,Brasil,7514.67,Ensino Superior,2,Casado,2,Indústria
João Gabriel Silva,591.287.346-37,61,1963-02-13,"Aeroporto de Ramos, 43
Vila Piratininga
61693227 Rezende / DF",Mato Grosso do Sul,Brasil,12358.56,Ensino Médio,1,Casado,29,Tecnologia
Maria Alice Farias,590.647.281-94,50,1973-04-23,"Jardim Bruna Melo
São Lucas
70512907 Moura da Prata / RN",Acre,Brasil,7113.23,Ensino Médio,3,Solteiro,28,Saúde
Sr. Miguel Souza,218.504.973-97,63,1960-09-16,"Lago Renan Aragão, 30
Vale Do Jatoba
52189594 Peixoto Paulista / SC",Rio Grande do Sul,Brasil,7170.64,Ensino Médio,0,Solteiro,7,Saúde
Davi Lucas Nascimento,748.962.530-00,57,1966-09-20,"Aeroporto Larissa Porto, 953
Boa Vista
19497010 Fernandes / MG",Santa Catarina,Brasil,4160.38,Ensino Fundamental,4,Casado,23,Saúde
Marcela da Mota,831.572.406-17,34,1989-10-22,"Setor Luna Novaes, 15
Vila Santa Rosa
52026099 Dias / MS",Piauí,Brasil,2582.41,Ensino Médio,0,Divorciado,7,Educação
Lucas Gabriel Silveira,602.341.579-25,19,2004-07-29,"Distrito Ribeiro
Vila Suzana Segunda Seção
08099375 Pinto de Almeida / SC",Pernambuco,Brasil,5805.76,Ensino Superior,0,Casado,1,Saúde
Pedro Miguel Dias,473.089.652-10,20,2004-02-17,"Lago de Costa, 20
Brasil Industrial
08539286 Costela / PB",Mato Grosso,Brasil,5482.8,Ensino Médio,1,Casado,1,Comércio
Lorenzo Cardoso,381.704.569-75,29,1994-05-03,"Pátio de Freitas
Boa União 1ª Seção
76082-087 Campos / AM",Rio Grande do Sul,Brasil,7717.97,Ensino Superior,1,Casado,3,Tecnologia
Guilherme Gomes,148.350.672-07,37,1986-11-07,"Praça Ana Luiza Moura, 1
Santa Branca
93307-206 Santos da Mata / TO",Rio Grande do Norte,Brasil,3626.19,Ensino Médio,0,Solteiro,0,Saúde
Dra. Lavínia Silva,148.905.236-42,53,1970-10-07,"Praia de Santos, 87
Vila Havaí
99892113 da Rocha / AL",Amazonas,Brasil,5678.22,Ensino Médio,0,Solteiro,2,Educação
Heloísa Gomes,857.906.342-65,46,1977-11-05,"Praia Correia, 74
Universo
98324589 Cavalcanti do Galho / AP",Bahia,Brasil,8802.24,Ensino Médio,2,Casado,11,Indústria
Leonardo da Rosa,105.348.796-75,30,1993-04-20,"Área de Souza, 41
Marajó
17673-918 Mendes das Flores / AC",Sergipe,Brasil,6752.99,Ensino Superior,0,Solteiro,12,Educação
Pietro da Mota,360.592.187-68,45,1978-08-02,"Pátio Isaac da Costa, 3
Taquaril
36051586 Costela do Campo / MT",Tocantins,Brasil,5880.27,Ensino Superior,0,Viúvo,10,Comércio
Yago Duarte,481.536.927-55,44,1979-08-03,"Vale Luana Pires, 283
Ouro Preto
76677818 Azevedo / PR",Alagoas,Brasil,7519.22,Ensino Médio,0,Solteiro,16,Tecnologia
Ana Júlia Duarte,706.592.183-21,48,1975-12-07,"Núcleo Gustavo Henrique Nunes, 38
Beira Linha
14679224 Azevedo / SE",Paraná,Brasil,7438.2,Ensino Médio,0,Casado,2,Indústria
Diego Freitas,215.480.976-67,20,2003-11-29,"Feira das Neves
Belvedere
60905176 Gonçalves de Campos / PA",Ceará,Brasil,2888.05,Ensino Médio,3,Casado,2,Indústria
Thomas Costa,459.316.280-70,45,1978-11-09,"Estrada Benjamin Duarte, 15
Ipiranga
69897-419 Lopes / MS",Espírito Santo,Brasil,3799.03,Ensino Médio,2,Casado,7,Indústria
Rafael Sales,215.034.897-79,56,1968-01-11,"Chácara Sales, 35
Vale Do Jatoba
63895-529 Freitas / AC",Espírito Santo,Brasil,7203.45,Ensino Fundamental,2,Casado,32,Educação
Catarina Cavalcanti,928.764.153-64,56,1967-10-15,"Loteamento da Costa, 98
Conjunto Jatoba
75632-704 da Luz / CE",Piauí,Brasil,5792.97,Ensino Médio,0,Divorciado,12,Comércio
Valentina Freitas,653.891.074-20,41,1982-07-19,"Avenida Isabelly da Paz, 90
Virgínia
02432-525 Dias Grande / SE",Rio de Janeiro,Brasil,3590.31,Ensino Fundamental,2,Solteiro,1,Tecnologia
Eloah Viana,924.310.857-32,22,2001-06-17,"Colônia Cavalcanti, 95
Heliopolis
93523886 da Mota / MG",Bahia,Brasil,4931.91,Ensino Médio,0,Casado,3,Educação
Bianca Gonçalves,940.531.768-75,28,1995-12-29,"Lagoa da Conceição, 3
Unidas
89084691 Cunha / MA",Pernambuco,Brasil,3818.17,Ensino Médio,3,Casado,6,Indústria
Davi Luiz Gonçalves,308.124.579-60,41,1982-06-21,"Viela de da Cruz, 41
Vila Da Paz
10249659 Cardoso das Pedras / PR",Rio Grande do Sul,Brasil,9918.42,Ensino Médio,2,Casado,15,Indústria
João Felipe Melo,781.630.592-30,19,2004-11-20,"Fazenda Davi Pires, 3
Lagoa
18762089 Porto de Moraes / AM",Rondônia,Brasil,3996.85,Ensino Médio,0,Casado,0,Saúde
Maria Sophia Santos,936.504.712-99,18,2005-11-08,"Campo Juliana Costela, 5
Horto
63158562 Melo Verde / DF",Amapá,Brasil,3020.25,Ensino Fundamental,1,Solteiro,0,Comércio
